Site ID,Site Name,Site Type,Year,Total Enrollment,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# White,% White,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# Female,% Female,# Male,% Male
27Q096,P.S. 096,PS,2015-16,37,22,59.5,7,18.9,4,10.8,1,2.7,3,8.1,23,62.2,14,37.8
27Q096,P.S. 96,PS,2016-17,34,15,44.1,6,17.6,4,11.8,1,2.9,8,23.5,12,35.3,22,64.7
27Q096,P.S. 96,PS,2017-18,35,21,60,7,20,2,5.7,0,0,5,14.3,18,51.4,17,48.6
27Q097,P.S. 097 Forest Park,PS,2015-16,40,16,40,0,0,24,60,0,0,0,0,20,50,20,50
27Q097,P.S. 97 Forest Park,PS,2016-17,37,5,13.5,0,0,31,83.8,1,2.7,0,0,16,43.2,21,56.8
27Q097,P.S. 97 Forest Park,PS,2017-18,36,6,16.7,0,0,27,75,3,8.3,0,0,16,44.4,20,55.6
27Q100,P.S. 100 Glen Morris,PS,2015-16,80,31,38.8,8,10,18,22.5,2,2.5,21,26.3,45,56.3,35,43.8
27Q100,P.S. 100 Glen Morris,PS,2016-17,69,14,20.3,3,4.3,13,18.8,3,4.3,36,52.2,40,58,29,42
27Q100,P.S. 100 Glen Morris,PS,2017-18,64,14,21.9,0,0,9,14.1,1,1.6,40,62.5,36,56.3,28,43.8
27Q104,P.S. 104 The Bays Water,PS,2015-16,78,3,3.8,40,51.3,32,41,2,2.6,1,1.3,36,46.2,42,53.8
27Q104,P.S. 104 The Bays Water,PS,2016-17,66,3,4.5,33,50,28,42.4,2,3,0,0,30,45.5,36,54.5
27Q104,P.S. 104 The Bays Water,PS,2017-18,49,2,4.1,26,53.1,19,38.8,1,2,1,2,21,42.9,28,57.1
27Q105,P.S. 105 The Bay School,PS,2015-16,40,1,2.5,28,70,11,27.5,0,0,0,0,19,47.5,21,52.5
27Q105,P.S. 105 The Bay School,PS,2016-17,35,1,2.9,24,68.6,10,28.6,0,0,0,0,19,54.3,16,45.7
27Q105,P.S. 105 The Bay School,PS,2017-18,36,4,11.1,18,50,14,38.9,0,0,0,0,15,41.7,21,58.3
27Q106,P.S. 106,PS,2015-16,18,0,0,16,88.9,2,11.1,0,0,0,0,9,50,9,50
27Q106,P.S. 106,PS,2016-17,18,0,0,11,61.1,6,33.3,0,0,1,5.6,8,44.4,10,55.6
27Q106,Lighthouse Elementary School,PS,2017-18,14,2,14.3,10,71.4,2,14.3,0,0,0,0,5,35.7,9,64.3
27Q108,P.S. 108 Captain Vincent G. Fowler,PS,2015-16,38,8,21.1,0,0,28,73.7,2,5.3,0,0,23,60.5,15,39.5
27Q108,P.S. 108 Captain Vincent G. Fowler,PS,2016-17,36,3,8.3,1,2.8,29,80.6,3,8.3,0,0,16,44.4,20,55.6
27Q108,P.S. 108 Captain Vincent G. Fowler,PS,2017-18,36,6,16.7,2,5.6,27,75,1,2.8,0,0,11,30.6,25,69.4
27Q114,P.S. / M.S. 114 Belle Harbor,PS,2016-17,18,0,0,0,0,2,11.1,16,88.9,0,0,8,44.4,10,55.6
27Q114,P.S. / M.S. 114 Belle Harbor,PS,2017-18,36,0,0,0,0,2,5.6,34,94.4,0,0,21,58.3,15,41.7
27Q123,P.S. 123,PS,2015-16,52,9,17.3,25,48.1,15,28.8,1,1.9,2,3.8,27,51.9,25,48.1
27Q123,P.S. 123,PS,2016-17,45,4,8.9,27,60,9,20,1,2.2,4,8.9,32,71.1,13,28.9
27Q123,P.S. 123,PS,2017-18,54,12,22.2,21,38.9,13,24.1,2,3.7,6,11.1,28,51.9,26,48.1
27Q146,P.S. 146 Howard Beach,PS,2015-16,20,1,5,0,0,7,35,12,60,0,0,9,45,11,55
27Q146,P.S. 146 Howard Beach,PS,2016-17,18,1,5.6,0,0,5,27.8,12,66.7,0,0,10,55.6,8,44.4
27Q146,P.S. 146 Howard Beach,PS,2017-18,16,0,0,1,6.3,5,31.3,10,62.5,0,0,10,62.5,6,37.5
27Q155,P.S. 155,PS,2015-16,58,24,41.4,11,19,8,13.8,3,5.2,12,20.7,36,62.1,22,37.9
27Q155,P.S. 155,PS,2016-17,54,24,44.4,11,20.4,4,7.4,1,1.9,14,25.9,30,55.6,24,44.4
27Q155,P.S. 155,PS,2017-18,53,18,34,8,15.1,9,17,1,1.9,17,32.1,27,50.9,26,49.1
27Q183,P.S. 183 Dr. Richard R. Green,PS,2015-16,18,1,5.6,9,50,6,33.3,2,11.1,0,0,9,50,9,50
27Q183,P.S. 183 Dr. Richard R. Green,PS,2016-17,18,0,0,11,61.1,7,38.9,0,0,0,0,6,33.3,12,66.7
27Q183,P.S. 183 Dr. Richard R. Green,PS,2017-18,18,1,5.6,10,55.6,7,38.9,0,0,0,0,9,50,9,50
27Q197,P.S. 197 The Ocean School,PS,2015-16,52,0,0,29,55.8,18,34.6,5,9.6,0,0,27,51.9,25,48.1
27Q197,P.S. 197 The Ocean School,PS,2016-17,54,1,1.9,23,42.6,29,53.7,0,0,1,1.9,28,51.9,26,48.1
27Q197,P.S. 197 The Ocean School,PS,2017-18,41,0,0,21,51.2,17,41.5,2,4.9,1,2.4,20,48.8,21,51.2
27Q207,P.S. 207 Rockwood Park,PS,2015-16,58,3,5.2,0,0,14,24.1,40,69,1,1.7,29,50,29,50
27Q207,P.S. 207 Rockwood Park,PS,2016-17,52,4,7.7,0,0,12,23.1,36,69.2,0,0,25,48.1,27,51.9
27Q207,P.S. 207 Rockwood Park,PS,2017-18,52,2,3.8,0,0,9,17.3,41,78.8,0,0,23,44.2,29,55.8
27Q223,P.S. 223 Lyndon B. Johnson,PS,2015-16,29,5,17.2,19,65.5,4,13.8,0,0,1,3.4,12,41.4,17,58.6
27Q223,P.S. 223 Lyndon B. Johnson,PS,2016-17,28,5,17.9,14,50,6,21.4,0,0,3,10.7,15,53.6,13,46.4
27Q223,P.S. 223 Lyndon B. Johnson,PS,2017-18,30,9,30,14,46.7,3,10,1,3.3,3,10,13,43.3,17,56.7
27Q253,P.S. 253,PS,2015-16,31,0,0,7,22.6,22,71,2,6.5,0,0,15,48.4,16,51.6
27Q253,P.S. 253,PS,2016-17,32,3,9.4,7,21.9,22,68.8,0,0,0,0,18,56.3,14,43.8
27Q253,P.S. 253,PS,2017-18,29,4,13.8,8,27.6,16,55.2,1,3.4,0,0,13,44.8,16,55.2
27Q254,P.S. 254 - The Rosa Parks School,PS,2015-16,40,3,7.5,2,5,31,77.5,2,5,2,5,19,47.5,21,52.5
27Q254,P.S. 254 - The Rosa Parks School,PS,2016-17,34,3,8.8,3,8.8,23,67.6,5,14.7,0,0,18,52.9,16,47.1
27Q254,P.S. 254 - The Rosa Parks School,PS,2017-18,35,5,14.3,1,2.9,26,74.3,3,8.6,0,0,14,40,21,60
27Q273,P.S. 273,PS,2015-16,40,8,20,3,7.5,27,67.5,2,5,0,0,20,50,20,50
27Q273,P.S. 273,PS,2016-17,36,4,11.1,1,2.8,26,72.2,1,2.8,4,11.1,16,44.4,20,55.6
27Q273,P.S. 273,PS,2017-18,36,8,22.2,1,2.8,25,69.4,1,2.8,1,2.8,19,52.8,17,47.2
27Q306,New York City Academy for Discovery,PS,2015-16,39,2,5.1,2,5.1,33,84.6,0,0,2,5.1,21,53.8,18,46.2
28Q121,P.S. 121 Queens,PS,2016-17,36,21,58.3,0,0,4,11.1,0,0,11,30.6,20,55.6,16,44.4
27Q306,New York City Academy for Discovery,PS,2016-17,35,7,20,1,2.9,25,71.4,0,0,2,5.7,19,54.3,16,45.7
27Q306,New York City Academy for Discovery,PS,2017-18,34,13,38.2,0,0,17,50,1,2.9,3,8.8,14,41.2,20,58.8
27Q316,Queens Explorer's Elementary,PS,2015-16,229,66,28.8,19,8.3,114,49.8,24,10.5,6,2.6,111,48.5,118,51.5
27Q316,Queens Explorers Elementary School,PS,2016-17,144,48,33.3,7,4.9,61,42.4,19,13.2,9,6.3,66,45.8,78,54.2
27Q316,Queens Explorers Elementary School,PS,2017-18,108,36,33.3,4,3.7,53,49.1,5,4.6,10,9.3,53,49.1,55,50.9
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,PS,2015-16,53,2,3.8,8,15.1,25,47.2,13,24.5,5,9.4,27,50.9,26,49.1
27Q317,Waterside Children's Studio School,PS,2016-17,50,2,4,9,18,23,46,11,22,5,10,22,44,28,56
27Q317,Waterside Children's Studio School,PS,2017-18,51,4,7.8,11,21.6,21,41.2,14,27.5,1,2,30,58.8,21,41.2
27Q333,Goldie Maple Academy,PS,2015-16,59,1,1.7,46,78,8,13.6,3,5.1,1,1.7,38,64.4,21,35.6
27Q333,Goldie Maple Academy,PS,2016-17,53,0,0,42,79.2,8,15.1,2,3.8,1,1.9,27,50.9,26,49.1
27Q333,Goldie Maple Academy,PS,2017-18,42,0,0,29,69,13,31,0,0,0,0,21,50,21,50
27Q362,Wave Preparatory Elementary School,PS,2015-16,54,0,0,28,51.9,26,48.1,0,0,0,0,27,50,27,50
27Q362,Wave Preparatory Elementary School,PS,2016-17,54,0,0,36,66.7,18,33.3,0,0,0,0,28,51.9,26,48.1
27Q362,Wave Preparatory Elementary School,PS,2017-18,51,0,0,24,47.1,27,52.9,0,0,0,0,33,64.7,18,35.3
27Q377,P.S. 377,PS,2017-18,106,27,25.5,10,9.4,47,44.3,4,3.8,18,17,44,41.5,62,58.5
28Q040,P.S. 040 Samuel Huntington,PS,2015-16,33,5,15.2,16,48.5,10,30.3,0,0,2,6.1,16,48.5,17,51.5
28Q040,P.S. 40 Samuel Huntington,PS,2016-17,31,3,9.7,14,45.2,14,45.2,0,0,0,0,16,51.6,15,48.4
28Q040,P.S. 40 Samuel Huntington,PS,2017-18,36,7,19.4,8,22.2,9,25,12,33.3,0,0,18,50,18,50
28Q048,P.S. 048 William Wordsworth,PS,2015-16,54,11,20.4,30,55.6,9,16.7,0,0,4,7.4,23,42.6,31,57.4
28Q048,P.S. 48 William Wordsworth,PS,2016-17,53,11,20.8,24,45.3,12,22.6,0,0,6,11.3,23,43.4,30,56.6
28Q048,P.S. 48 William Wordsworth,PS,2017-18,52,15,28.8,26,50,7,13.5,0,0,4,7.7,25,48.1,27,51.9
28Q050,P.S. 050 Talfourd Lawn Elementary School,PS,2015-16,70,19,27.1,12,17.1,29,41.4,3,4.3,7,10,40,57.1,30,42.9
28Q050,P.S. 50 Talfourd Lawn Elementary School,PS,2016-17,67,16,23.9,14,20.9,28,41.8,1,1.5,8,11.9,31,46.3,36,53.7
28Q050,P.S. 50 Talfourd Lawn Elementary School,PS,2017-18,77,27,35.1,10,13,26,33.8,2,2.6,12,15.6,38,49.4,39,50.6
28Q055,P.S. 055 Maure,PS,2015-16,54,25,46.3,6,11.1,9,16.7,1,1.9,13,24.1,27,50,27,50
28Q055,P.S. 55 Maure,PS,2016-17,54,20,37,3,5.6,8,14.8,2,3.7,21,38.9,26,48.1,28,51.9
28Q055,P.S. 55 Maure,PS,2017-18,61,22,36.1,5,8.2,11,18,2,3.3,21,34.4,33,54.1,28,45.9
28Q080,P.S. 080 Thurgood Marshall Magnet,PS,2015-16,44,1,2.3,37,84.1,4,9.1,1,2.3,1,2.3,14,31.8,30,68.2
28Q080,P.S. 80 The Thurgood Marshall Magnet School of Multimedia and Communication,PS,2016-17,40,2,5,31,77.5,5,12.5,1,2.5,1,2.5,18,45,22,55
28Q080,P.S. 80 The Thurgood Marshall Magnet School of Multimedia and Communication,PS,2017-18,33,1,3,25,75.8,1,3,2,6.1,4,12.1,23,69.7,10,30.3
28Q086,P.S. Q086,PS,2015-16,35,20,57.1,4,11.4,7,20,2,5.7,2,5.7,18,51.4,17,48.6
28Q086,P.S. 86,PS,2016-17,36,25,69.4,1,2.8,10,27.8,0,0,0,0,18,50,18,50
28Q086,P.S. 86,PS,2017-18,35,25,71.4,0,0,8,22.9,2,5.7,0,0,20,57.1,15,42.9
28Q101,P.S. 101 School in the Gardens,PS,2015-16,18,1,5.6,1,5.6,1,5.6,10,55.6,5,27.8,8,44.4,10,55.6
28Q101,P.S. 101 School in the Gardens,PS,2016-17,18,9,50,1,5.6,2,11.1,6,33.3,0,0,9,50,9,50
28Q101,P.S. 101 School in the Gardens,PS,2017-18,18,5,27.8,0,0,4,22.2,8,44.4,1,5.6,12,66.7,6,33.3
28Q117,P.S. 117 J. Keld / Briarwood School,PS,2015-16,71,30,42.3,8,11.3,13,18.3,17,23.9,3,4.2,33,46.5,38,53.5
28Q117,P.S. 117 J. Keld / Briarwood School,PS,2016-17,70,37,52.9,3,4.3,26,37.1,3,4.3,1,1.4,35,50,35,50
28Q117,P.S. 117 J. Keld / Briarwood School,PS,2017-18,71,38,53.5,3,4.2,24,33.8,4,5.6,2,2.8,30,42.3,41,57.7
28Q121,P.S. 121 Queens,PS,2015-16,36,28,77.8,4,11.1,4,11.1,0,0,0,0,18,50,18,50
28Q121,P.S. 121 Queens,PS,2017-18,36,22,61.1,3,8.3,3,8.3,0,0,8,22.2,15,41.7,21,58.3
28Q140,P.S. 140 Edward K Ellington,PS,2015-16,32,1,3.1,27,84.4,3,9.4,0,0,1,3.1,15,46.9,17,53.1
28Q140,P.S. 140 Edward K Ellington,PS,2016-17,36,4,11.1,26,72.2,6,16.7,0,0,0,0,18,50,18,50
28Q140,P.S. 140 Edward K Ellington,PS,2017-18,34,1,2.9,23,67.6,8,23.5,0,0,2,5.9,18,52.9,16,47.1
28Q144,P.S. 144 Col Jeromus Remsen,PS,2015-16,54,19,35.2,2,3.7,10,18.5,20,37,3,5.6,24,44.4,30,55.6
28Q144,P.S. 144 Col Jeromus Remsen,PS,2016-17,54,22,40.7,1,1.9,10,18.5,18,33.3,3,5.6,20,37,34,63
28Q144,P.S. 144 Col Jeromus Remsen,PS,2017-18,54,16,29.6,0,0,12,22.2,18,33.3,8,14.8,28,51.9,26,48.1
28Q160,P.S. 160 Walter Francis Bishop,PS,2015-16,58,8,13.8,24,41.4,13,22.4,0,0,13,22.4,29,50,29,50
28Q160,P.S. 160 Walter Francis Bishop,PS,2016-17,47,8,17,15,31.9,11,23.4,0,0,13,27.7,26,55.3,21,44.7
28Q160,P.S. 160 Walter Francis Bishop,PS,2017-18,71,12,16.9,26,36.6,14,19.7,0,0,19,26.8,31,43.7,40,56.3
28Q161,P.S. 161 Arthur Ashe School,PS,2015-16,28,24,85.7,1,3.6,3,10.7,0,0,0,0,11,39.3,17,60.7
28Q161,P.S. 161 Arthur Ashe School,PS,2016-17,46,36,78.3,2,4.3,6,13,0,0,2,4.3,21,45.7,25,54.3
28Q161,P.S. 161 Arthur Ashe School,PS,2017-18,47,38,80.9,1,2.1,4,8.5,0,0,4,8.5,25,53.2,22,46.8
28Q174,P.S. 174 William Sidney Mount,PS,2015-16,36,14,38.9,0,0,11,30.6,10,27.8,1,2.8,18,50,18,50
28Q174,P.S. 174 William Sidney Mount,PS,2016-17,35,11,31.4,0,0,7,20,13,37.1,4,11.4,20,57.1,15,42.9
28Q174,P.S. 174 William Sidney Mount,PS,2017-18,30,11,36.7,0,0,9,30,9,30,1,3.3,13,43.3,17,56.7
28Q175,P.S. 175 The Lynn Gross Discovery School,PS,2015-16,46,14,30.4,0,0,7,15.2,25,54.3,0,0,20,43.5,26,56.5
28Q175,P.S. 175 The Lynn Gross Discovery School,PS,2016-17,47,12,25.5,0,0,6,12.8,28,59.6,1,2.1,21,44.7,26,55.3
28Q175,P.S. 175 The Lynn Gross Discovery School,PS,2017-18,52,5,9.6,0,0,7,13.5,37,71.2,3,5.8,27,51.9,25,48.1
28Q196,P.S. 196 Grand Central Parkway,PS,2015-16,17,8,47.1,0,0,0,0,9,52.9,0,0,9,52.9,8,47.1
28Q196,P.S. 196 Grand Central Parkway,PS,2016-17,18,8,44.4,0,0,2,11.1,7,38.9,1,5.6,5,27.8,13,72.2
28Q196,P.S. 196 Grand Central Parkway,PS,2017-18,18,4,22.2,1,5.6,5,27.8,8,44.4,0,0,8,44.4,10,55.6
28Q206,P.S. 206 The Horace Harding School,PS,2015-16,18,4,22.2,3,16.7,3,16.7,6,33.3,2,11.1,9,50,9,50
28Q206,P.S. 206 The Horace Harding School,PS,2016-17,36,8,22.2,7,19.4,10,27.8,10,27.8,1,2.8,15,41.7,21,58.3
28Q206,P.S. 206 The Horace Harding School,PS,2017-18,36,12,33.3,4,11.1,12,33.3,8,22.2,0,0,19,52.8,17,47.2
28Q220,P.S. 220 Edward Mandel,PS,2015-16,36,4,11.1,3,8.3,10,27.8,19,52.8,0,0,17,47.2,19,52.8
28Q220,P.S. 220 Edward Mandel,PS,2016-17,36,11,30.6,1,2.8,8,22.2,15,41.7,1,2.8,20,55.6,16,44.4
28Q220,P.S. 220 Edward Mandel,PS,2017-18,36,9,25,2,5.6,8,22.2,16,44.4,1,2.8,19,52.8,17,47.2
28Q303,The Academy for Excellence through the Arts,PS,2015-16,36,10,27.8,2,5.6,12,33.3,12,33.3,0,0,15,41.7,21,58.3
28Q303,The Academy for Excellence through the Arts,PS,2016-17,36,13,36.1,1,2.8,5,13.9,17,47.2,0,0,18,50,18,50
28Q303,The Academy for Excellence through the Arts,PS,2017-18,36,17,47.2,3,8.3,6,16.7,10,27.8,0,0,18,50,18,50
28Q349,P.S. 349,PS,2015-16,33,22,66.7,1,3,9,27.3,0,0,1,3,13,39.4,20,60.6
28Q349,The Queens School for Leadership and Excellence,PS,2016-17,35,25,71.4,3,8.6,5,14.3,1,2.9,1,2.9,19,54.3,16,45.7
28Q349,The Queens School for Leadership and Excellence,PS,2017-18,35,21,60,4,11.4,9,25.7,0,0,1,2.9,15,42.9,20,57.1
28Q354,PS 354,PS,2015-16,37,1,2.7,35,94.6,1,2.7,0,0,0,0,19,51.4,18,48.6
28Q354,P.S. 354,PS,2016-17,36,0,0,35,97.2,1,2.8,0,0,0,0,21,58.3,15,41.7
28Q354,The Jermaine L. Green STEM Institute of Queens,PS,2017-18,27,3,11.1,24,88.9,0,0,0,0,0,0,18,66.7,9,33.3
29Q015,P.S. 015 Jackie Robinson,PS,2015-16,36,0,0,35,97.2,1,2.8,0,0,0,0,17,47.2,19,52.8
29Q015,P.S. 15 Jackie Robinson,PS,2016-17,26,0,0,22,84.6,4,15.4,0,0,0,0,18,69.2,8,30.8
29Q015,P.S. 15 Jackie Robinson,PS,2017-18,36,1,2.8,33,91.7,2,5.6,0,0,0,0,23,63.9,13,36.1
29Q034,P.S. 034 John Harvard,PS,2015-16,36,1,2.8,28,77.8,6,16.7,0,0,1,2.8,15,41.7,21,58.3
29Q034,P.S. 34 John Harvard,PS,2016-17,32,2,6.3,21,65.6,6,18.8,1,3.1,2,6.3,15,46.9,17,53.1
29Q034,P.S. 34 John Harvard,PS,2017-18,36,4,11.1,23,63.9,5,13.9,1,2.8,3,8.3,22,61.1,14,38.9
29Q035,P.S. 035 Nathaniel Woodhull,PS,2015-16,36,10,27.8,7,19.4,10,27.8,0,0,9,25,21,58.3,15,41.7
29Q035,P.S. 35 Nathaniel Woodhull,PS,2016-17,36,18,50,9,25,6,16.7,1,2.8,2,5.6,21,58.3,15,41.7
29Q035,P.S. 35 Nathaniel Woodhull,PS,2017-18,32,9,28.1,9,28.1,9,28.1,1,3.1,4,12.5,20,62.5,12,37.5
29Q037,Cynthia Jenkins School,PS,2015-16,47,2,4.3,42,89.4,2,4.3,0,0,1,2.1,24,51.1,23,48.9
29Q037,Cynthia Jenkins School,PS,2016-17,44,4,9.1,34,77.3,5,11.4,0,0,1,2.3,19,43.2,25,56.8
29Q037,Cynthia Jenkins School,PS,2017-18,36,1,2.8,30,83.3,5,13.9,0,0,0,0,15,41.7,21,58.3
29Q052,P.S. 052 Queens,PS,2015-16,28,0,0,26,92.9,2,7.1,0,0,0,0,18,64.3,10,35.7
29Q052,P.S. 52 Queens,PS,2016-17,36,2,5.6,29,80.6,4,11.1,1,2.8,0,0,18,50,18,50
29Q052,P.S. 52 Queens,PS,2017-18,29,0,0,23,79.3,3,10.3,0,0,3,10.3,15,51.7,14,48.3
29Q116,PS/IS 116 William C. Hughley,PS,2015-16,47,3,6.4,30,63.8,13,27.7,0,0,1,2.1,24,51.1,23,48.9
29Q116,P.S./I.S. 116 William C. Hughley,PS,2016-17,54,3,5.6,33,61.1,16,29.6,1,1.9,1,1.9,26,48.1,28,51.9
29Q116,P.S./I.S. 116 William C. Hughley,PS,2017-18,46,7,15.2,19,41.3,18,39.1,1,2.2,1,2.2,28,60.9,18,39.1
29Q118,P.S. 118 Lorraine Hansberry,PS,2015-16,36,1,2.8,27,75,4,11.1,0,0,4,11.1,18,50,18,50
29Q118,P.S. 118 Lorraine Hansberry,PS,2016-17,31,3,9.7,23,74.2,4,12.9,1,3.2,0,0,22,71,9,29
29Q118,P.S. 118 Lorraine Hansberry,PS,2017-18,36,1,2.8,29,80.6,5,13.9,0,0,1,2.8,19,52.8,17,47.2
29Q132,P.S. 132 Ralph Bunche,PS,2015-16,36,1,2.8,32,88.9,3,8.3,0,0,0,0,14,38.9,22,61.1
29Q132,P.S. 132 Ralph Bunche,PS,2016-17,34,0,0,32,94.1,2,5.9,0,0,0,0,18,52.9,16,47.1
29Q132,P.S. 132 Ralph Bunche,PS,2017-18,34,1,2.9,28,82.4,5,14.7,0,0,0,0,15,44.1,19,55.9
29Q134,P.S. 134 Hollis,PS,2015-16,30,0,0,27,90,2,6.7,0,0,1,3.3,19,63.3,11,36.7
29Q134,P.S. 134 Hollis,PS,2016-17,20,0,0,17,85,2,10,1,5,0,0,13,65,7,35
29Q134,P.S. 134 Hollis,PS,2017-18,28,3,10.7,14,50,10,35.7,0,0,1,3.6,16,57.1,12,42.9
29Q135,The Bellaire School,PS,2015-16,93,32,34.4,24,25.8,18,19.4,0,0,19,20.4,38,40.9,55,59.1
31R042,P.S. 042 Eltingville,PS,2015-16,54,2,3.7,0,0,9,16.7,43,79.6,0,0,27,50,27,50
29Q135,The Bellaire School,PS,2016-17,101,24,23.8,20,19.8,33,32.7,4,4,20,19.8,48,47.5,53,52.5
29Q135,The Bellaire School,PS,2017-18,101,36,35.6,20,19.8,20,19.8,4,4,21,20.8,55,54.5,46,45.5
29Q136,P.S. 136 Roy Wilkins,PS,2015-16,40,1,2.5,35,87.5,3,7.5,1,2.5,0,0,21,52.5,19,47.5
29Q136,P.S. 136 Roy Wilkins,PS,2016-17,38,0,0,34,89.5,3,7.9,1,2.6,0,0,16,42.1,22,57.9
29Q136,P.S. 136 Roy Wilkins,PS,2017-18,41,0,0,34,82.9,7,17.1,0,0,0,0,17,41.5,24,58.5
29Q138,P.S./ M.S.138 Sunrise,PS,2015-16,42,3,7.1,28,66.7,7,16.7,3,7.1,1,2.4,18,42.9,24,57.1
29Q138,P.S./M.S. 138 Sunrise,PS,2016-17,34,2,5.9,26,76.5,4,11.8,2,5.9,0,0,12,35.3,22,64.7
29Q138,P.S./M.S. 138 Sunrise,PS,2017-18,50,6,12,32,64,8,16,3,6,1,2,27,54,23,46
29Q147,PS/MS 147 Ronald McNair,PS,2015-16,25,0,0,25,100,0,0,0,0,0,0,12,48,13,52
29Q147,P.S./M.S. 147 Ronald Mcnair,PS,2016-17,13,1,7.7,11,84.6,0,0,0,0,1,7.7,8,61.5,5,38.5
29Q147,P.S./M.S. 147 Ronald Mcnair,PS,2017-18,17,0,0,14,82.4,3,17.6,0,0,0,0,3,17.6,14,82.4
29Q156,P.S. 156 Laurelton,PS,2015-16,20,0,0,15,75,4,20,0,0,1,5,10,50,10,50
29Q156,P.S. 156 Laurelton,PS,2016-17,20,0,0,18,90,1,5,0,0,1,5,12,60,8,40
29Q156,P.S. 156 Laurelton,PS,2017-18,17,0,0,17,100,0,0,0,0,0,0,9,52.9,8,47.1
29Q176,P.S. 176 Cambria Heights,PS,2015-16,49,0,0,3,6.1,3,6.1,0,0,43,87.8,28,57.1,21,42.9
29Q176,P.S. 176 Cambria Heights,PS,2016-17,54,0,0,9,16.7,5,9.3,0,0,40,74.1,33,61.1,21,38.9
31R078,PS 78,PS,2015-16,35,0,0,13,37.1,22,62.9,0,0,0,0,16,45.7,19,54.3
29Q176,P.S. 176 Cambria Heights,PS,2017-18,47,1,2.1,18,38.3,1,2.1,1,2.1,26,55.3,22,46.8,25,53.2
29Q181,P.S. 181 Brookfield,PS,2015-16,31,0,0,30,96.8,1,3.2,0,0,0,0,10,32.3,21,67.7
29Q181,P.S. 181 Brookfield,PS,2016-17,22,1,4.5,17,77.3,2,9.1,0,0,2,9.1,15,68.2,7,31.8
29Q181,P.S. 181 Brookfield,PS,2017-18,19,0,0,16,84.2,1,5.3,0,0,2,10.5,10,52.6,9,47.4
29Q195,P.S. 195 William Haberle,PS,2015-16,60,0,0,59,98.3,0,0,1,1.7,0,0,30,50,30,50
29Q195,P.S. 195 William Haberle,PS,2016-17,59,2,3.4,53,89.8,3,5.1,0,0,1,1.7,31,52.5,28,47.5
29Q195,P.S. 195 William Haberle,PS,2017-18,54,1,1.9,45,83.3,6,11.1,0,0,2,3.7,28,51.9,26,48.1
29Q251,P.S. 251 Queens,PS,2015-16,30,1,3.3,29,96.7,0,0,0,0,0,0,19,63.3,11,36.7
29Q251,P.S. 251 Queens,PS,2016-17,33,12,36.4,13,39.4,6,18.2,0,0,2,6.1,15,45.5,18,54.5
29Q251,P.S. 251 Queens,PS,2017-18,27,1,3.7,24,88.9,2,7.4,0,0,0,0,17,63,10,37
29Q270,The Gordon Parks School,PS,2015-16,18,0,0,16,88.9,2,11.1,0,0,0,0,7,38.9,11,61.1
29Q270,The Gordon Parks School,PS,2016-17,18,0,0,17,94.4,1,5.6,0,0,0,0,10,55.6,8,44.4
29Q270,The Gordon Parks School,PS,2017-18,18,0,0,16,88.9,2,11.1,0,0,0,0,10,55.6,8,44.4
29Q295,P.S./I.S. 295,PS,2015-16,18,8,44.4,2,11.1,6,33.3,1,5.6,1,5.6,12,66.7,6,33.3
29Q295,P.S./I.S. 295,PS,2016-17,17,6,35.3,4,23.5,4,23.5,0,0,3,17.6,13,76.5,4,23.5
29Q295,P.S./I.S. 295,PS,2017-18,17,2,11.8,4,23.5,10,58.8,0,0,1,5.9,10,58.8,7,41.2
29Q360,P.S. 360,PS,2015-16,12,0,0,12,100,0,0,0,0,0,0,6,50,6,50
29Q360,P.S. 360,PS,2016-17,14,1,7.1,13,92.9,0,0,0,0,0,0,7,50,7,50
29Q360,P.S. 360,PS,2017-18,21,0,0,20,95.2,1,4.8,0,0,0,0,8,38.1,13,61.9
30Q017,P.S. 017 Henry David Thoreau,PS,2015-16,30,6,20,5,16.7,11,36.7,8,26.7,0,0,13,43.3,17,56.7
30Q017,P.S. 17 Henry David Thoreau,PS,2016-17,44,8,18.2,5,11.4,15,34.1,12,27.3,4,9.1,24,54.5,20,45.5
30Q017,P.S. 17 Henry David Thoreau,PS,2017-18,54,9,16.7,2,3.7,35,64.8,7,13,1,1.9,31,57.4,23,42.6
30Q069,P.S. 069 Jackson Heights,PS,2015-16,54,31,57.4,0,0,21,38.9,1,1.9,1,1.9,26,48.1,28,51.9
30Q069,P.S. 69 Jackson Heights,PS,2016-17,60,37,61.7,0,0,19,31.7,3,5,1,1.7,36,60,24,40
30Q069,P.S. 69 Jackson Heights,PS,2017-18,60,34,56.7,0,0,19,31.7,5,8.3,2,3.3,31,51.7,29,48.3
30Q070,P.S. 070 Queens,PS,2015-16,129,22,17.1,4,3.1,53,41.1,46,35.7,4,3.1,66,51.2,63,48.8
30Q070,P.S. 70,PS,2016-17,119,21,17.6,1,0.8,47,39.5,45,37.8,5,4.2,57,47.9,62,52.1
30Q070,P.S. 70,PS,2017-18,93,11,11.8,3,3.2,39,41.9,37,39.8,3,3.2,56,60.2,37,39.8
30Q076,P.S. 076 William Hallet,PS,2015-16,64,6,9.4,20,31.3,29,45.3,7,10.9,2,3.1,31,48.4,33,51.6
